parent,child,description_parent,description_child
banner-images,banner-btn-about-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-about-cur.gif
banner-images,banner-btn-about.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-about.gif
banner-images,banner-btn-acad-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-acad-cur.gif
banner-images,banner-btn-acad.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-acad.gif
banner-images,banner-btn-contact-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-contact-cur.gif
banner-images,banner-btn-contact.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-contact.gif
banner-images,banner-btn-home-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-home-cur.gif
banner-images,banner-btn-home.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-home.gif
banner-images,banner-btn-members-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-members-cur.gif
banner-images,banner-btn-members.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-members.gif
banner-images,banner-btn-part-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-part-cur.gif
banner-images,banner-btn-part.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-part.gif
banner-images,banner-btn-pub-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-pub-cur.gif
banner-images,banner-btn-pub.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-pub.gif
banner-images,banner-btn-research-cur.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-research-cur.gif
banner-images,banner-btn-research.gif,root/hcil/banner-images,root/hcil/banner-images/banner-btn-research.gif
banner-images,banner-hcil-left.gif,root/hcil/banner-images,root/hcil/banner-images/banner-hcil-left.gif
banner-images,banner-hcil-right.gif,root/hcil/banner-images,root/hcil/banner-images/banner-hcil-right.gif
banner-images,banner-logo-large.gif,root/hcil/banner-images,root/hcil/banner-images/banner-logo-large.gif
banner-images,banner-logo.gif,root/hcil/banner-images,root/hcil/banner-images/banner-logo.gif
banner-images,banner-title.gif,root/hcil/banner-images,root/hcil/banner-images/banner-title.gif
hcil,contact,root/hcil,root/hcil/contact
contact,pbvisparklot.jpg,root/hcil/contact,root/hcil/contact/pbvisparklot.jpg
contact,avw00.jpg,root/hcil/contact,root/hcil/contact/avw00.jpg
contact,courtyard_marriott.shtml,root/hcil/contact,root/hcil/contact/courtyard_marriott.shtml
contact,cyard.jpg,root/hcil/contact,root/hcil/contact/cyard.jpg
contact,greenbelt_marriott.shtml,root/hcil/contact,root/hcil/contact/greenbelt_marriott.shtml
contact,hotels.shtml,root/hcil/contact,root/hcil/contact/hotels.shtml
contact,contact-index.html,root/hcil/contact,root/hcil/contact/index.html
contact,innconfctr.shtml,root/hcil/contact,root/hcil/contact/innconfctr.shtml
contact,logo_quality.gif,root/hcil/contact,root/hcil/contact/logo_quality.gif
contact,mailingaddress.shtml,root/hcil/contact,root/hcil/contact/mailingaddress.shtml
contact,mailinglists.shtml,root/hcil/contact,root/hcil/contact/mailinglists.shtml
contact,parking.shtml,root/hcil/contact,root/hcil/contact/parking.shtml
contact,quality_inn.shtml,root/hcil/contact,root/hcil/contact/quality_inn.shtml
contact,travel_directions.shtml,root/hcil/contact,root/hcil/contact/travel_directions.shtml
contact,travel_to_hcil.shtml,root/hcil/contact,root/hcil/contact/travel_to_hcil.shtml
contact,wasgbl01.gif,root/hcil/contact,root/hcil/contact/wasgbl01.gif
contact,wasuml01.gif,root/hcil/contact,root/hcil/contact/wasuml01.gif
hcil,counterpoint,root/hcil,root/hcil/counterpoint
counterpoint,counterpoint1.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint1.jpg
counterpoint,counterpoint1m.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint1m.jpg
counterpoint,counterpoint1s.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint1s.jpg
counterpoint,counterpoint2.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint2.jpg
counterpoint,counterpoint2s.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint2s.jpg
counterpoint,counterpoint3.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint3.jpg
counterpoint,counterpoint3s.jpg,root/hcil/counterpoint,root/hcil/counterpoint/counterpoint3s.jpg
counterpoint,download,root/hcil/counterpoint,root/hcil/counterpoint/download
download,counterpoint-1.2.3-setup.zip,root/hcil/counterpoint/download,root/hcil/counterpoint/download/counterpoint-1.2.3-setup.zip
download,download-index.html,root/hcil/counterpoint/download,root/hcil/counterpoint/download/index.html
download,tutorial,root/hcil/counterpoint/download,root/hcil/counterpoint/download/tutorial
tutorial,cp.gif,root/hcil/counterpoint/download/tutorial,root/hcil/counterpoint/download/tutorial/cp.gif
tutorial,tutorial.html,root/hcil/counterpoint/download/tutorial,root/hcil/counterpoint/download/tutorial/tutorial.html
counterpoint,counterpoint-index.html,root/hcil/counterpoint,root/hcil/counterpoint/index.html
counterpoint,licensing.shtml,root/hcil/counterpoint,root/hcil/counterpoint/licensing.shtml
hcil,datelens,root/hcil,root/hcil/datelens
datelens,uist2002-fishcal.mpg,root/hcil/datelens,root/hcil/datelens/uist2002-fishcal.mpg
datelens,computer-sweden.shtml,root/hcil/datelens,root/hcil/datelens/computer-sweden.shtml
datelens,datelens.png,root/hcil/datelens,root/hcil/datelens/datelens.png
datelens,images,root/hcil/datelens,root/hcil/datelens/images
images,datelens-bigview.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-bigview.png
images,datelens-focus1.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-focus1.png
images,datelens-focus2.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-focus2.png
images,datelens-home.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-home.png
images,datelens-maximized.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-maximized.png
images,datelens-mondrian1.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-mondrian1.png
images,datelens-mondrian2.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-mondrian2.png
images,datelens-mondrian3.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-mondrian3.png
images,datelens-monthview.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-monthview.png
images,datelens-search1.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-search1.png
images,datelens-search2.png,root/hcil/datelens/images,root/hcil/datelens/images/datelens-search2.png
datelens,datalens-index.html,root/hcil/datelens,root/hcil/datelens/index.html
datelens,screenshots.shtml,root/hcil/datelens,root/hcil/datelens/screenshots.shtml
hcil,elastic-windows,root/hcil,root/hcil/elastic-windows
elastic-windows,chi97.gif,root/hcil/elastic-windows,root/hcil/elastic-windows/chi97.gif
elastic-windows,elastic-windows-index.html,root/hcil/elastic-windows,root/hcil/elastic-windows/index.html
elastic-windows,elastic-windows-index.shtml,root/hcil/elastic-windows,root/hcil/elastic-windows/index.shtml
elastic-windows,scenario.html,root/hcil/elastic-windows,root/hcil/elastic-windows/scenario.html
elastic-windows,script.html,root/hcil/elastic-windows,root/hcil/elastic-windows/script.html
hcil,electronic-classroom,root/hcil,root/hcil/electronic-classroom
electronic-classroom,electronic_classrooms.shtml,root/hcil/electronic-classroom,root/hcil/electronic-classroom/electronic_classrooms.shtml
electronic-classroom,electronic-classroom-index.html,root/hcil/electronic-classroom,root/hcil/electronic-classroom/index.html
hcil,eosdis,root/hcil,root/hcil/eosdis
eosdis,binary3-99icon.jpg,root/hcil/eosdis,root/hcil/eosdis/binary3-99icon.jpg
eosdis,banner-btn-about1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-about.gif
eosdis,banner-btn-acad1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-acad.gif
eosdis,banner-btn-contact1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-contact.gif
eosdis,banner-btn-home1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-home.gif
eosdis,banner-btn-members1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-members.gif
eosdis,banner-btn-part1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-part.gif
eosdis,banner-btn-pub1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-pub.gif
eosdis,banner-btn-research-cur1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-btn-research-cur.gif
eosdis,banner-hcil-left1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-hcil-left.gif
eosdis,banner-hcil-right1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-hcil-right.gif
eosdis,banner-logo1.gif,root/hcil/eosdis,root/hcil/eosdis/banner-logo.gif
eosdis,gcmd,root/hcil/eosdis,root/hcil/eosdis/gcmd
gcmd,preview2.html,root/hcil/eosdis/gcmd,root/hcil/eosdis/gcmd/preview2.html
gcmd,preview3.html,root/hcil/eosdis/gcmd,root/hcil/eosdis/gcmd/preview3.html
eosdis,gcmd1icon.jpg,root/hcil/eosdis,root/hcil/eosdis/gcmd1icon.jpg
eosdis,gcmd2,root/hcil/eosdis,root/hcil/eosdis/gcmd2
gcmd2,preview31.html,root/hcil/eosdis/gcmd2,root/hcil/eosdis/gcmd2/preview3.html
eosdis,gcmd3icon.jpg,root/hcil/eosdis,root/hcil/eosdis/gcmd3icon.jpg
eosdis,geometryofbrowsing.html,root/hcil/eosdis,root/hcil/eosdis/geometryofbrowsing.html
eosdis,esodis-index.html,root/hcil/eosdis,root/hcil/eosdis/index.html
eosdis,iq162icon.jpg,root/hcil/eosdis,root/hcil/eosdis/iq162icon.jpg
eosdis,javaprototype.html,root/hcil/eosdis,root/hcil/eosdis/javaprototype.html
eosdis,oldbinary,root/hcil/eosdis,root/hcil/eosdis/oldbinary
oldbinary,monthgeo,root/hcil/eosdis/oldbinary,root/hcil/eosdis/oldbinary/monthgeo
monthgeo,bp.html,root/hcil/eosdis/oldbinary/monthgeo,root/hcil/eosdis/oldbinary/monthgeo/bp.html
eosdis,pyramid,root/hcil/eosdis,root/hcil/eosdis/pyramid
pyramid,test2.html,root/hcil/eosdis/pyramid,root/hcil/eosdis/pyramid/test2.html
pyramid,test3.html,root/hcil/eosdis/pyramid,root/hcil/eosdis/pyramid/test3.html
eosdis,qpshot1.jpg,root/hcil/eosdis,root/hcil/eosdis/qpshot1.jpg
eosdis,qpshot2.jpg,root/hcil/eosdis,root/hcil/eosdis/qpshot2.jpg
eosdis,qpshot3.jpg,root/hcil/eosdis,root/hcil/eosdis/qpshot3.jpg
eosdis,qpshot4.jpg,root/hcil/eosdis,root/hcil/eosdis/qpshot4.jpg
eosdis,qpshot5.jpg,root/hcil/eosdis,root/hcil/eosdis/qpshot5.jpg
eosdis,screens,root/hcil/eosdis,root/hcil/eosdis/screens
screens,preview,root/hcil/eosdis/screens,root/hcil/eosdis/screens/preview
preview,binary3-99.gif,root/hcil/eosdis/screens/preview,root/hcil/eosdis/screens/preview/binary3-99.gif
preview,gcmd1.gif,root/hcil/eosdis/screens/preview,root/hcil/eosdis/screens/preview/gcmd1.gif
preview,gcmd3.gif,root/hcil/eosdis/screens/preview,root/hcil/eosdis/screens/preview/gcmd3.gif
screens,screens.html,root/hcil/eosdis/screens,root/hcil/eosdis/screens/screens.html
hcil,excentric,root/hcil,root/hcil/excentric
excentric,elregister.html,root/hcil/excentric,root/hcil/excentric/elregister.html
excentric,dist,root/hcil/excentric,root/hcil/excentric/dist
dist,bin,root/hcil/excentric/dist,root/hcil/excentric/dist/bin
bin,eval.html,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/eval.html
bin,test7.class,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/test7.class
bin,test8.class,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/test8.class
bin,carto.gif,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/carto.gif
bin,marks.html,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/marks.html
bin,test7.html,root/hcil/excentric/dist/bin,root/hcil/excentric/dist/bin/test7.html
excentric,image106.gif,root/hcil/excentric,root/hcil/excentric/image106.gif
excentric,excentric-index.html,root/hcil/excentric,root/hcil/excentric/index.html
excentric,excentric-index.shtml,root/hcil/excentric,root/hcil/excentric/index.shtml
excentric,licensing1.shtml,root/hcil/excentric,root/hcil/excentric/licensing.shtml
hcil,fisheyemenu,root/hcil,root/hcil/fisheyemenu
fisheyemenu,femregister.shtml,root/hcil/fisheyemenu,root/hcil/fisheyemenu/femregister.shtml
fisheyemenu,fisheyemenu-demo.shtml,root/hcil/fisheyemenu,root/hcil/fisheyemenu/fisheyemenu-demo.shtml
fisheyemenu,fisheyemenu.gif,root/hcil/fisheyemenu,root/hcil/fisheyemenu/fisheyemenu.gif
fisheyemenu,fisheyemenu-index.html,root/hcil/fisheyemenu,root/hcil/fisheyemenu/index.html
fisheyemenu,fisheyemenu-index.shtml,root/hcil/fisheyemenu,root/hcil/fisheyemenu/index.shtml
fisheyemenu,licensing2.shtml,root/hcil/fisheyemenu,root/hcil/fisheyemenu/licensing.shtml
hcil,gui-evaluation,root/hcil,root/hcil/gui-evaluation
gui-evaluation,gui-evaluation-index.html,root/hcil/gui-evaluation,root/hcil/gui-evaluation/index.html
hcil,highway,root/hcil,root/hcil/highway
highway,demofiles,root/hcil/highway,root/hcil/highway/demofiles
demofiles,timespacezip.exe,root/hcil/highway/demofiles,root/hcil/highway/demofiles/timespacezip.exe
demofiles,demo2.exe,root/hcil/highway/demofiles,root/hcil/highway/demofiles/demo2.exe
demofiles,demo4.exe,root/hcil/highway/demofiles,root/hcil/highway/demofiles/demo4.exe
demofiles,demo6.exe,root/hcil/highway/demofiles,root/hcil/highway/demofiles/demo6.exe
highway,highway-index.html,root/hcil/highway,root/hcil/highway/index.html
highway,mapdemo,root/hcil/highway,root/hcil/highway/mapdemo
mapdemo,map.html,root/hcil/highway/mapdemo,root/hcil/highway/mapdemo/map.html
highway,online.doc,root/hcil/highway,root/hcil/highway/online.doc
highway,review,root/hcil/highway,root/hcil/highway/review
review,review-index.html,root/hcil/highway/review,root/hcil/highway/review/index.html
highway,highway-screens,root/hcil/highway,root/hcil/highway/screens
highway-screens,chartroom.jpg,root/hcil/highway/screens,root/hcil/highway/screens/chartroom.jpg
highway-screens,chartroomicon.jpg,root/hcil/highway/screens,root/hcil/highway/screens/chartroomicon.jpg
highway-screens,simple3-99.gif,root/hcil/highway/screens,root/hcil/highway/screens/simple3-99.gif
highway-screens,simple3-99icon.jpg,root/hcil/highway/screens,root/hcil/highway/screens/simple3-99icon.jpg
hcil,historian,root/hcil,root/hcil/historian
historian,genex1-small.gif,root/hcil/historian,root/hcil/historian/genex1-small.gif
historian,genex1.gif,root/hcil/historian,root/hcil/historian/genex1.gif
historian,image68.gif,root/hcil/historian,root/hcil/historian/image68.gif
historian,image72.gif,root/hcil/historian,root/hcil/historian/image72.gif
historian,historian-index.html,root/hcil/historian,root/hcil/historian/index.html
historian,mockups,root/hcil/historian,root/hcil/historian/mockups
mockups,img001.jpg,root/hcil/historian/mockups,root/hcil/historian/mockups/img001.jpg
mockups,next.gif,root/hcil/historian/mockups,root/hcil/historian/mockups/next.gif
mockups,prev.gif,root/hcil/historian/mockups,root/hcil/historian/mockups/prev.gif
mockups,sld001.shtml,root/hcil/historian/mockups,root/hcil/historian/mockups/sld001.shtml
mockups,sld002.shtml,root/hcil/historian/mockups,root/hcil/historian/mockups/sld002.shtml
hcil,hypercourseware,root/hcil,root/hcil/hypercourseware
hypercourseware,hypercourseware-index.html,root/hcil/hypercourseware,root/hcil/hypercourseware/index.html
hcil,hyperties,root/hcil,root/hcil/hyperties
hyperties,ecs_intro.gif,root/hcil/hyperties,root/hcil/hyperties/ecs_intro.gif
hyperties,ecs_intro_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/ecs_intro_scaled.gif
hyperties,hat_welcome.gif,root/hcil/hyperties,root/hcil/hyperties/hat_welcome.gif
hyperties,hat_welcome_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hat_welcome_scaled.gif
hyperties,hho_bush.gif,root/hcil/hyperties,root/hcil/hyperties/hho_bush.gif
hyperties,hho_bush_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hho_bush_scaled.gif
hyperties,hho_extra.gif,root/hcil/hyperties,root/hcil/hyperties/hho_extra.gif
hyperties,hho_extra_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hho_extra_scaled.gif
hyperties,hho_intro.gif,root/hcil/hyperties,root/hcil/hyperties/hho_intro.gif
hyperties,hho_intro_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hho_intro_scaled.gif
hyperties,hho_title.gif,root/hcil/hyperties,root/hcil/hyperties/hho_title.gif
hyperties,hho_title_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hho_title_scaled.gif
hyperties,hp4_main.gif,root/hcil/hyperties,root/hcil/hyperties/hp4_main.gif
hyperties,hp4_main_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hp4_main_scaled.gif
hyperties,hp4_pr_display.gif,root/hcil/hyperties,root/hcil/hyperties/hp4_pr_display.gif
hyperties,hp4_pr_display_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hp4_pr_display_scaled.gif
hyperties,hp_map.gif,root/hcil/hyperties,root/hcil/hyperties/hp_map.gif
hyperties,hp_map_scaled.gif,root/hcil/hyperties,root/hcil/hyperties/hp_map_scaled.gif
hyperties,hyperties-index.html,root/hcil/hyperties,root/hcil/hyperties/index.html
hyperties,hyperties-index.shtml,root/hcil/hyperties,root/hcil/hyperties/index.shtml
hcil,hcil-images,root/hcil,root/hcil/images
hcil-images,umiacs_logo.jpg,root/hcil/images,root/hcil/images/umiacs_logo.jpg
hcil-images,bullet.gif,root/hcil/images,root/hcil/images/bullet.gif
hcil-images,hcil-logo-large.gif,root/hcil/images,root/hcil/images/hcil-logo-large.gif
hcil-images,hcil-logo-small.gif,root/hcil/images,root/hcil/images/hcil-logo-small.gif
hcil-images,hcil-logo.gif,root/hcil/images,root/hcil/images/hcil-logo.gif
hcil-images,label-highlight.gif,root/hcil/images,root/hcil/images/label-highlight.gif
hcil-images,label-projects.gif,root/hcil/images,root/hcil/images/label-projects.gif
hcil-images,pdf-logo.gif,root/hcil/images,root/hcil/images/pdf-logo.gif
hcil-images,ps-logo.gif,root/hcil/images,root/hcil/images/ps-logo.gif
hcil-images,search-button.jpg,root/hcil/images,root/hcil/images/search-button.jpg
hcil-images,uis-small.gif,root/hcil/images,root/hcil/images/uis-small.gif
hcil-images,umd-globe-logo.gif,root/hcil/images,root/hcil/images/umd-globe-logo.gif
hcil-images,umd-logo.gif,root/hcil/images,root/hcil/images/umd-logo.gif
hcil,hcil-index.html,root/hcil,root/hcil/index.html
hcil,interliving,root/hcil,root/hcil/interliving
interliving,hcilwebsite,root/hcil/interliving,root/hcil/interliving/hcilwebsite
hcilwebsite,messageboardattheendofworkshop-thumb.jpg,root/hcil/interliving/hcilwebsite,root/hcil/interliving/hcilwebsite/messageboardattheendofworkshop-thumb.jpg
hcilwebsite,messageboardattheendofworkshop.gif,root/hcil/interliving/hcilwebsite,root/hcil/interliving/hcilwebsite/messageboardattheendofworkshop.gif
hcilwebsite,molly-bluegp.gif,root/hcil/interliving/hcilwebsite,root/hcil/interliving/hcilwebsite/molly-bluegp.gif
interliving,chi02,root/hcil/interliving,root/hcil/interliving/chi02
chi02,abstract.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/abstract.htm
chi02,crabtree.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/crabtree.htm
chi02,gaver.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/gaver.pdf
chi02,hutchinson.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/hutchinson.htm
chi02,chi02-index.html,root/hcil/interliving/chi02,root/hcil/interliving/chi02/index.html
chi02,mackay.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/mackay.htm
chi02,mainwaring.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/mainwaring.htm
chi02,matthews.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/matthews.pdf
chi02,miller.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/miller.pdf
chi02,nagel.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/nagel.pdf
chi02,rowan.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/rowan.htm
chi02,strub.htm,root/hcil/interliving/chi02,root/hcil/interliving/chi02/strub.htm
chi02,tolmie,root/hcil/interliving/chi02,root/hcil/interliving/chi02/tolmie
tolmie,tolmie.htm,root/hcil/interliving/chi02/tolmie,root/hcil/interliving/chi02/tolmie/tolmie.htm
chi02,tran,root/hcil/interliving/chi02,root/hcil/interliving/chi02/tran
tran,tran.htm,root/hcil/interliving/chi02/tran,root/hcil/interliving/chi02/tran/tran.htm
chi02,voida.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/voida.pdf
chi02,westerlund.pdf,root/hcil/interliving/chi02,root/hcil/interliving/chi02/westerlund.pdf
interliving,dissapearingcomputer.jpe,root/hcil/interliving,root/hcil/interliving/dissapearingcomputer.jpe
interliving,interliving-index.html,root/hcil/interliving,root/hcil/interliving/index.html
interliving,interliving-logo120.gif,root/hcil/interliving,root/hcil/interliving/interliving-logo120.gif
hcil,kiddiglib,root/hcil,root/hcil/kiddiglib
kiddiglib,began.html,root/hcil/kiddiglib,root/hcil/kiddiglib/began.html
kiddiglib,children.html,root/hcil/kiddiglib,root/hcil/kiddiglib/children.html
kiddiglib,kiddiglib-index.html,root/hcil/kiddiglib,root/hcil/kiddiglib/index.html
kiddiglib,kidpad-3kids.gif,root/hcil/kiddiglib,root/hcil/kiddiglib/kidpad-3kids.gif
kiddiglib,project.html,root/hcil/kiddiglib,root/hcil/kiddiglib/project.html
kiddiglib,technology.html,root/hcil/kiddiglib,root/hcil/kiddiglib/technology.html
kiddiglib,whiteboard-kids.gif,root/hcil/kiddiglib,root/hcil/kiddiglib/whiteboard-kids.gif
hcil,kidpad,root/hcil,root/hcil/kidpad
kidpad,kidpad-download,root/hcil/kidpad,root/hcil/kidpad/download
kidpad-download,kidpaduserguide0.8.pdf,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpaduserguide0.8.pdf
kidpad-download,kidpad-1.0-setup.exe,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad-1.0-setup.exe
kidpad-download,kidpad_1.0_user_guide.pdf,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad_1.0_user_guide.pdf
kidpad-download,kidpad-0.9.zip,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad-0.9.zip
kidpad-download,kidpad-download-index.html,root/hcil/kidpad/download,root/hcil/kidpad/download/index.html
kidpad-download,kidpad-0.8-setup.exe,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad-0.8-setup.exe
kidpad-download,kidpad-user-guide-0.8.htm,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad-user-guide-0.8.htm
kidpad-download,kidpad-user-guide-0.9.pdf,root/hcil/kidpad/download,root/hcil/kidpad/download/kidpad-user-guide-0.9.pdf
kidpad,kidpad-index.html,root/hcil/kidpad,root/hcil/kidpad/index.html
hcil,lifelines,root/hcil,root/hcil/lifelines
lifelines,cprwork,root/hcil/lifelines,root/hcil/lifelines/cprwork
cprwork,samples.htm,root/hcil/lifelines/cprwork,root/hcil/lifelines/cprwork/samples.htm
lifelines,amia-lificon.jpg,root/hcil/lifelines,root/hcil/lifelines/amia-lificon.jpg
lifelines,dandemo,root/hcil/lifelines,root/hcil/lifelines/dandemo
dandemo,apr98,root/hcil/lifelines/dandemo,root/hcil/lifelines/dandemo/apr98
apr98,bean.html,root/hcil/lifelines/dandemo/apr98,root/hcil/lifelines/dandemo/apr98/bean.html
dandemo,august,root/hcil/lifelines/dandemo,root/hcil/lifelines/dandemo/august
august,frame.html,root/hcil/lifelines/dandemo/august,root/hcil/lifelines/dandemo/august/frame.html
dandemo,november,root/hcil/lifelines/dandemo,root/hcil/lifelines/dandemo/november
november,frame1.html,root/hcil/lifelines/dandemo/november,root/hcil/lifelines/dandemo/november/frame.html
lifelines,dbandpanels.shtml,root/hcil/lifelines,root/hcil/lifelines/dbandpanels.shtml
lifelines,lifelines-index.html,root/hcil/lifelines,root/hcil/lifelines/index.html
lifelines,latestdemo,root/hcil/lifelines,root/hcil/lifelines/latestdemo
latestdemo,chi.html,root/hcil/lifelines/latestdemo,root/hcil/lifelines/latestdemo/chi.html
latestdemo,kaiser.html,root/hcil/lifelines/latestdemo,root/hcil/lifelines/latestdemo/kaiser.html
lifelines,medprints.shtml,root/hcil/lifelines,root/hcil/lifelines/medprints.shtml
lifelines,parthademo,root/hcil/lifelines,root/hcil/lifelines/parthademo
parthademo,lifenotes3.html,root/hcil/lifelines/parthademo,root/hcil/lifelines/parthademo/lifenotes3.html
lifelines,screenjan98.jpg,root/hcil/lifelines,root/hcil/lifelines/screenjan98.jpg
lifelines,screenjan98icon.jpg,root/hcil/lifelines,root/hcil/lifelines/screenjan98icon.jpg
lifelines,yidemo,root/hcil/lifelines,root/hcil/lifelines/yidemo
yidemo,unix,root/hcil/lifelines/yidemo,root/hcil/lifelines/yidemo/unix
unix,record.html,root/hcil/lifelines/yidemo/unix,root/hcil/lifelines/yidemo/unix/record.html
hcil,members,root/hcil,root/hcil/members
