parent,child,description_parent,description_child
acm-award-pics,mvc-035s.jpg,root/projects/hcil/about/acm-award-pics,root/projects/hcil/about/acm-award-pics/mvc-035s.jpg
acm-award-pics,mvc-035s_small.jpg,root/projects/hcil/about/acm-award-pics,root/projects/hcil/about/acm-award-pics/mvc-035s_small.jpg
about,acm-award.shtml,root/projects/hcil/about,root/projects/hcil/about/acm-award.shtml
about,allison-outstanding-faculty-award.shtml,root/projects/hcil/about,root/projects/hcil/about/allison-outstanding-faculty-award.shtml
about,aol-fellowship.shtml,root/projects/hcil/about,root/projects/hcil/about/aol-fellowship.shtml
about,abt-awards.shtml,root/projects/hcil/about,root/projects/hcil/about/awards.shtml
about,hcil-org.shtml,root/projects/hcil/about,root/projects/hcil/about/hcil-org.shtml
about,about-index.html,root/projects/hcil/about,root/projects/hcil/about/index.html
about,jobs.shtml,root/projects/hcil/about,root/projects/hcil/about/jobs.shtml
about,pictures,root/projects/hcil/about,root/projects/hcil/about/pictures
pictures,ben-baby.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/ben-baby.gif
pictures,bike2000.html,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/bike2000.html
pictures,bluedot.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/bluedot.gif
pictures,chi95.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/chi95.gif
pictures,chi95,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/chi95
chi95,1.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/1.gif
chi95,10.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/10.gif
chi95,2.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/2.gif
chi95,3.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/3.gif
chi95,4.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/4.gif
chi95,5.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/5.gif
chi95,6.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/6.gif
chi95,7.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/7.gif
chi95,8.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/8.gif
chi95,9.gif,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/9.gif
chi95,chi95-index.html,root/projects/hcil/about/pictures/chi95,root/projects/hcil/about/pictures/chi95/index.html
pictures,chi97.jpg,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/chi97.jpg
pictures,chi97,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/chi97
chi97,1.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/1.jpg
chi97,10.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/10.jpg
chi97,10t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/10t.jpg
chi97,11.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/11.jpg
chi97,11t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/11t.jpg
chi97,12.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/12.jpg
chi97,12t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/12t.jpg
chi97,13.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/13.jpg
chi97,13t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/13t.jpg
chi97,1t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/1t.jpg
chi97,2.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/2.jpg
chi97,2t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/2t.jpg
chi97,3.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/3.jpg
chi97,3t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/3t.jpg
chi97,4.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/4.jpg
chi97,4t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/4t.jpg
chi97,5.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/5.jpg
chi97,5t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/5t.jpg
chi97,6.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/6.jpg
chi97,6t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/6t.jpg
chi97,7.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/7.jpg
chi97,7t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/7t.jpg
chi97,8.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/8.jpg
chi97,8t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/8t.jpg
chi97,9.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/9.jpg
chi97,9t.jpg,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/9t.jpg
chi97,chi97-index.html,root/projects/hcil/about/pictures/chi97,root/projects/hcil/about/pictures/chi97/index.html
pictures,creature.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/creature.gif
pictures,earth-little.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/earth-little.gif
pictures,earth-marked.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/earth-marked.gif
pictures,hcil-world-map.html,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/hcil-world-map.html
pictures,pictures-index.html,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/index.html
pictures,pictures-index.shtml,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/index.shtml
pictures,misc,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/misc
misc,bike01-small.jpg,root/projects/hcil/about/pictures/misc,root/projects/hcil/about/pictures/misc/bike01-small.jpg
misc,bike01.jpg,root/projects/hcil/about/pictures/misc,root/projects/hcil/about/pictures/misc/bike01.jpg
misc,bike02.jpg,root/projects/hcil/about/pictures/misc,root/projects/hcil/about/pictures/misc/bike02.jpg
pictures,oh99,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/oh99
oh99,oh99-index.shtml,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/index.shtml
oh99,pic00045.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00045.jpg
oh99,pic00046-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00046-small.jpg
oh99,pic00046.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00046.jpg
oh99,pic00047-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00047-small.jpg
oh99,pic00047.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00047.jpg
oh99,pic00049.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00049.jpg
oh99,pic00050-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00050-small.jpg
oh99,pic00050.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00050.jpg
oh99,pic00051.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00051.jpg
oh99,pic00052.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00052.jpg
oh99,pic00053.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00053.jpg
oh99,pic00054-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00054-small.jpg
oh99,pic00054.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00054.jpg
oh99,pic00055.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00055.jpg
oh99,pic00056.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00056.jpg
oh99,pic00057-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00057-small.jpg
oh99,pic00057.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00057.jpg
oh99,pic00058-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00058-small.jpg
oh99,pic00058.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00058.jpg
oh99,pic00059.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00059.jpg
oh99,pic00060.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00060.jpg
oh99,pic00061.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00061.jpg
oh99,pic00062.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00062.jpg
oh99,pic00063.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00063.jpg
oh99,pic00064.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00064.jpg
oh99,pic00065.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00065.jpg
oh99,pic00066-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00066-small.jpg
oh99,pic00066.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00066.jpg
oh99,pic00067.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00067.jpg
oh99,pic00068.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00068.jpg
oh99,pic00069.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00069.jpg
oh99,pic00070.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00070.jpg
oh99,pic00071.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00071.jpg
oh99,pic00072.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00072.jpg
oh99,pic00073.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00073.jpg
oh99,pic00074.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00074.jpg
oh99,pic00075.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00075.jpg
oh99,pic00076-small.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00076-small.jpg
oh99,pic00076.jpg,root/projects/hcil/about/pictures/oh99,root/projects/hcil/about/pictures/oh99/pic00076.jpg
pictures,pic00047-small1.jpg,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/pic00047-small.jpg
pictures,reddot.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/reddot.gif
pictures,renovation,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/renovation
renovation,after.jpg,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/after.jpg
renovation,empty.jpg,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/empty.jpg
renovation,renovation-index.html,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/index.html
renovation,packing.jpg,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/packing.jpg
renovation,packing2.jpg,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/packing2.jpg
renovation,student-desk.jpg,root/projects/hcil/about/pictures/renovation,root/projects/hcil/about/pictures/renovation/student-desk.jpg
pictures,retreat98,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/retreat98
retreat98,retreat-index.html,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/index.html
retreat98,retreat12.JPG,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat12.JPG
retreat98,retreat12.TIF,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat12.TIF
retreat98,retreat15.JPG,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat15.JPG
retreat98,retreat15.TIF,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat15.TIF
retreat98,retreat20.JPG,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat20.JPG
retreat98,retreat20.TIF,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat20.TIF
retreat98,retreat29.JPG,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat29.JPG
retreat98,retreat29.TIF,root/projects/hcil/about/pictures/retreat98,root/projects/hcil/about/pictures/retreat98/retreat29.TIF
pictures,retreat98_scaled.jpg,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/retreat98_scaled.jpg
pictures,retreat99.jpg,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/retreat99.jpg
pictures,retreat99_scaled.jpg,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/retreat99_scaled.jpg
pictures,tree.gif,root/projects/hcil/about/pictures,root/projects/hcil/about/pictures/tree.gif
about,press,root/projects/hcil/about,root/projects/hcil/about/press
press,bullet2.gif,root/projects/hcil/about/press,root/projects/hcil/about/press/bullet.gif
press,press-index.html,root/projects/hcil/about/press,root/projects/hcil/about/press/index.html
about,related-orgs.shtml,root/projects/hcil/about,root/projects/hcil/about/related-orgs.shtml
about,shirts.shtml,root/projects/hcil/about,root/projects/hcil/about/shirts.shtml
about,t-shirtback.jpg,root/projects/hcil/about,root/projects/hcil/about/t-shirtback.jpg
about,t-shirtfront.jpg,root/projects/hcil/about,root/projects/hcil/about/t-shirtfront.jpg
hcil,academics,root/projects/hcil,root/projects/hcil/academics
academics,applying.shtml,root/projects/hcil/academics,root/projects/hcil/academics/applying.shtml
academics,courses.shtml,root/projects/hcil/academics,root/projects/hcil/academics/courses.shtml
academics,academics-index.html,root/projects/hcil/academics,root/projects/hcil/academics/index.html
academics,vrtp.shtml,root/projects/hcil/academics,root/projects/hcil/academics/vrtp.shtml
hcil,agile2d,root/projects/hcil,root/projects/hcil/agile2d
agile2d,agile2d-index.shtml,root/projects/hcil/agile2d,root/projects/hcil/agile2d/index.shtml
hcil,anthro,root/projects/hcil,root/projects/hcil/anthro
anthro,ASSETS00-submitted.htm,root/projects/hcil/anthro,root/projects/hcil/anthro/ASSETS00-submitted.htm
anthro,Image100.gif,root/projects/hcil/anthro,root/projects/hcil/anthro/Image100.gif
anthro,Image101.gif,root/projects/hcil/anthro,root/projects/hcil/anthro/Image101.gif
anthro,Image99.gif,root/projects/hcil/anthro,root/projects/hcil/anthro/Image99.gif
anthro,image001.jpg,root/projects/hcil/anthro,root/projects/hcil/anthro/image001.jpg
anthro,anthro-index.html,root/projects/hcil/anthro,root/projects/hcil/anthro/index.html
anthro,anthro-index.shtml,root/projects/hcil/anthro,root/projects/hcil/anthro/index.shtml
anthro,photos,root/projects/hcil/anthro,root/projects/hcil/anthro/photos
photos,index.htm,root/projects/hcil/anthro/photos,root/projects/hcil/anthro/photos/index.htm
photos,photos-index.html,root/projects/hcil/anthro/photos,root/projects/hcil/anthro/photos/index.html
photos,index_files,root/projects/hcil/anthro/photos,root/projects/hcil/anthro/photos/index_files
index_files,filelist.xml,root/projects/hcil/anthro/photos/index_files,root/projects/hcil/anthro/photos/index_files/filelist.xml
hcil,banner-images,root/projects/hcil,root/projects/hcil/banner-images
banner-images,banner-btn-about-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-about-cur.gif
banner-images,banner-btn-about.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-about.gif
banner-images,banner-btn-acad-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-acad-cur.gif
banner-images,banner-btn-acad.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-acad.gif
banner-images,banner-btn-contact-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-contact-cur.gif
banner-images,banner-btn-contact.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-contact.gif
banner-images,banner-btn-home-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-home-cur.gif
banner-images,banner-btn-home.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-home.gif
banner-images,banner-btn-members-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-members-cur.gif
banner-images,banner-btn-members.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-members.gif
banner-images,banner-btn-part-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-part-cur.gif
banner-images,banner-btn-part.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-part.gif
banner-images,banner-btn-pub-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-pub-cur.gif
banner-images,banner-btn-pub.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-pub.gif
banner-images,banner-btn-research-cur.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-research-cur.gif
banner-images,banner-btn-research.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-btn-research.gif
banner-images,banner-hcil-left.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-hcil-left.gif
banner-images,banner-hcil-right.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-hcil-right.gif
banner-images,banner-logo-large.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-logo-large.gif
banner-images,banner-logo.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-logo.gif
banner-images,banner-title.gif,root/projects/hcil/banner-images,root/projects/hcil/banner-images/banner-title.gif
hcil,census,root/projects/hcil,root/projects/hcil/census
census,JavaProto,root/projects/hcil/census,root/projects/hcil/census/JavaProto
JavaProto,colorcoding.htm,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/colorcoding.htm
JavaProto,colorcoding_files,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/colorcoding_files
colorcoding_files,filelist2.xml,root/projects/hcil/census/JavaProto/colorcoding_files,root/projects/hcil/census/JavaProto/colorcoding_files/filelist.xml
JavaProto,demo.htm,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/demo.htm
JavaProto,demo_files,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/demo_files
demo_files,filelist3.xml,root/projects/hcil/census/JavaProto/demo_files,root/projects/hcil/census/JavaProto/demo_files/filelist.xml
JavaProto,metadata.pdf,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/metadata.pdf
JavaProto,revisedMapArch.ps,root/projects/hcil/census/JavaProto,root/projects/hcil/census/JavaProto/revisedMapArch.ps
census,JavaProto112002,root/projects/hcil/census,root/projects/hcil/census/JavaProto112002
JavaProto112002,screenshots.GIF,root/projects/hcil/census/JavaProto112002,root/projects/hcil/census/JavaProto112002/screenshot.GIF
JavaProto112002,smap.html,root/projects/hcil/census/JavaProto112002,root/projects/hcil/census/JavaProto112002/smap.html
census,SetupFiles.exe,root/projects/hcil/census,root/projects/hcil/census/SetupFiles.exe
census,dynamaps.pdf,root/projects/hcil/census,root/projects/hcil/census/dynamaps.pdf
census,census-index.html,root/projects/hcil/census,root/projects/hcil/census/index.html
census,new-full1.JPG,root/projects/hcil/census,root/projects/hcil/census/new-full1.JPG
census,new-hi1.jpg,root/projects/hcil/census,root/projects/hcil/census/new-hi1.jpg
census,new-ne1.jpg,root/projects/hcil/census,root/projects/hcil/census/new-ne1.jpg
census,new-zoom1.JPG,root/projects/hcil/census,root/projects/hcil/census/new-zoom1.JPG
census,cqpshot1.jpg,root/projects/hcil/census,root/projects/hcil/census/qpshot1.jpg
census,cqpshot2.jpg,root/projects/hcil/census,root/projects/hcil/census/qpshot2.jpg
census,cqpshot3.jpg,root/projects/hcil/census,root/projects/hcil/census/qpshot3.jpg
census,cqpshot4.jpg,root/projects/hcil/census,root/projects/hcil/census/qpshot4.jpg
census,cqpshot5.jpg,root/projects/hcil/census,root/projects/hcil/census/qpshot5.jpg
census,source-code.zip,root/projects/hcil/census,root/projects/hcil/census/source-code.zip
hcil,contact,root/projects/hcil,root/projects/hcil/contact
contact,PBvisparklot.jpg,root/projects/hcil/contact,root/projects/hcil/contact/PBvisparklot.jpg
contact,avw00.jpg,root/projects/hcil/contact,root/projects/hcil/contact/avw00.jpg
contact,courtyard_marriott.shtml,root/projects/hcil/contact,root/projects/hcil/contact/courtyard_marriott.shtml
contact,cyard.jpg,root/projects/hcil/contact,root/projects/hcil/contact/cyard.jpg
contact,greenbelt_marriott.shtml,root/projects/hcil/contact,root/projects/hcil/contact/greenbelt_marriott.shtml
contact,hotels.shtml,root/projects/hcil/contact,root/projects/hcil/contact/hotels.shtml
contact,contact-index.html,root/projects/hcil/contact,root/projects/hcil/contact/index.html
contact,innconfctr.shtml,root/projects/hcil/contact,root/projects/hcil/contact/innconfctr.shtml
contact,logo_quality.gif,root/projects/hcil/contact,root/projects/hcil/contact/logo_quality.gif
contact,mailingaddress.shtml,root/projects/hcil/contact,root/projects/hcil/contact/mailingaddress.shtml
contact,mailinglists.shtml,root/projects/hcil/contact,root/projects/hcil/contact/mailinglists.shtml
contact,parking.shtml,root/projects/hcil/contact,root/projects/hcil/contact/parking.shtml
contact,quality_inn.shtml,root/projects/hcil/contact,root/projects/hcil/contact/quality_inn.shtml
contact,travel_directions.shtml,root/projects/hcil/contact,root/projects/hcil/contact/travel_directions.shtml
contact,travel_to_hcil.shtml,root/projects/hcil/contact,root/projects/hcil/contact/travel_to_hcil.shtml
contact,wasgbl01.gif,root/projects/hcil/contact,root/projects/hcil/contact/wasgbl01.gif
